"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"cIAP"	59.5839504353988	0.125525894050131	0.0384820353800049	3.26193489534998	0.00110654553976257	0.00445077205993389
"RBM15"	48.434906161572	0.121807551729864	0.0381400968061472	3.19368753438067	0.00140468067751808	0.00552711310066896
"c-Jun_pS73"	36.6862181738133	0.170573565413186	0.0548378166814186	3.1105097856856	0.00186764707309699	0.00719242809001183
"S6_pS235_S236"	29.3097300009773	0.182795871458313	0.0592974680674494	3.0826926918766	0.0020513687375227	0.00773536961440851
"eEF2K"	34.9172527057614	0.166706730573662	0.0543125566083641	3.06939575273076	0.00214492248454843	0.00792308101435236
"Chk1"	40.4919985459178	0.134139181315575	0.0439417219564304	3.05266100970231	0.00226822011517535	0.00821095681693477
"HER3"	15.3663066181028	-0.197846117353265	0.0651096285916297	-3.03866143353642	0.00237631748844197	0.0084335973609411
"p38_pT180_Y182"	51.6264493489369	0.135576547126767	0.0450866216067814	3.00702386417827	0.00263819051283978	0.00918293236199999
"Stathmin"	29.7565656576288	0.12717777926162	0.0426557963957921	2.98148880123044	0.00286850537827136	0.00979621648051163
"Bax"	28.4899526338252	0.18356821034457	0.0619094574619053	2.96510772134492	0.00302576959734735	0.0101419314281457
"FoxM1"	36.8961665705945	0.124122215682647	0.0419538979663862	2.95853834087347	0.00309101787177102	0.0101722588143737
"HER2"	21.5765548042443	-0.122577315771643	0.0418836850546032	-2.92661248913129	0.00342675556924584	0.0110757635363124
"BRCA2"	47.6630615093665	0.126826199874711	0.0442416137946917	2.866672098881	0.00414812553279286	0.0131721179199212
"B-Raf"	46.8460466877793	-0.228124763155155	0.0800438335096945	-2.84999797176788	0.00437195078903941	0.0136435016002781
"mTOR_pS2448"	41.2160528473797	0.101241202018806	0.0360993662023659	2.80451466796586	0.00503923946916665	0.0154593617613418
"p62-LCK-ligand"	22.4485403792836	-0.119630725503065	0.0435447728574178	-2.74730392772473	0.00600874243711352	0.0181263730186258
"beta-Catenin"	61.7554971974961	0.0748787571407463	0.0279484734660624	2.67917162744759	0.00738045537573998	0.0218993839837531
"p90RSK"	55.0909503212241	-0.0729644572442953	0.0279143822874967	-2.6138660885567	0.00895241171673838	0.0261352664633814
"Bcl-2"	35.5659645967785	-0.134523642624652	0.0518004013547872	-2.59696139617303	0.00940524937868757	0.0270214307546421
"Tuberin"	68.2643523433907	-0.0725672635788108	0.0293121404912536	-2.47567261764674	0.0132985458554167	0.0376099499973504
"Rab11"	20.2105688725798	-0.144522094478361	0.0593045096281892	-2.4369494897512	0.0148117481490833	0.0412450217689858
"SF2"	52.0865152549123	0.107575909409666	0.0453012468015258	2.37467877829011	0.0175642281195145	0.0481685649944262
"Src_pY416"	24.118678973407	0.13567509722169	0.0580412691749603	2.3375625507552	0.0194099525437517	0.0524358419465532
"Akt_pS473"	39.939592953246	0.132137371176684	0.0578538686075849	2.28398505332382	0.0223724093797381	0.0586479530324994
"Caveolin-1"	32.0456258185836	0.185906361664821	0.081582363333734	2.2787567565838	0.0226815287970992	0.0586479530324994
"PEA15_pS116"	33.1776809752448	0.190674563394597	0.0836736914540474	2.27878751470303	0.0226796994457977	0.0586479530324994
"Lck"	28.7440355437443	0.147281808123848	0.06501704644139	2.26527989481368	0.0234955090115397	0.0598970018463195
"eIF4E"	58.8719172815181	0.0658578760084778	0.0292950462888485	2.24808916016451	0.0245705051476803	0.0617675198851409
"AMPK_alpha"	38.5994807191205	0.111429359103194	0.0497483887185246	2.2398586562001	0.0251001004392251	0.0622344956095856
"SCD1"	65.4814451127605	-0.0499914042385755	0.0224740393961729	-2.22440671911826	0.026121092201233	0.0638907795732861
"HSP70"	21.4369567318771	0.200778426054651	0.0905956946304742	2.2162027331828	0.0266776207857511	0.0643819914962794
"Paxillin"	39.6579492156111	0.1241696173022	0.0570704590332246	2.17572487422805	0.0295758390888962	0.0695224269492234
"Rad51"	35.2914495067356	0.138605677614047	0.0636261764099544	2.17843795485975	0.0293734467502314	0.0695224269492234
"TTF1"	27.135566355103	0.167457308635049	0.0772938669894311	2.16650188633914	0.0302728558688162	0.0702485501571248
"Raptor"	48.443296476757	0.103434862516645	0.0482654192800138	2.14304286712114	0.0321096564016284	0.0735676937809461
"C-Raf"	37.9574786617072	-0.142581054167717	0.0676039253437432	-2.10906472431505	0.0349389952230463	0.0780735572268071
"PR"	50.9605681425204	0.0892886832939373	0.0422455220089901	2.11356562891887	0.0345523840925701	0.0780735572268071
"eEF2"	33.4747207342922	0.119232540394321	0.056789586679979	2.09954936045266	0.0357685013830014	0.07895242378443
"Beclin"	55.726320713322	-0.0540983019057215	0.0261415830528364	-2.06943480799843	0.0385053029834256	0.083969395662651
"PKC-pan_BetaII_pS660"	47.7945701241568	-0.0797973691713837	0.0406714437174743	-1.96199991634669	0.0497624939926824	0.107226326341375
"PREX1"	53.8896190686365	0.0853302095484057	0.043899939798546	1.94374320192648	0.0519264260963249	0.109765769449404
"S6"	56.2027849644574	0.0584438549304387	0.0301742678887442	1.93687731367427	0.0527603422215369	0.109765769449404
"p27_pT198"	25.940698087429	-0.10650853290018	0.0549160061603057	-1.93948067871633	0.0524428349726273	0.109765769449404
"PKC-delta_pS664"	32.5034313766347	-0.12420172434177	0.0648348819911375	-1.91566207151804	0.0554081231562683	0.113964435128234
"MIG-6"	33.8812142186605	-0.0781344518784042	0.0421911619780589	-1.85191514561835	0.0640380087147434	0.130234601992905
"Bap1-c-4"	47.7624849876793	-0.0613670120440474	0.0333505686921618	-1.84005893903902	0.0657595847335355	0.132249831519666
"4E-BP1_pS65"	33.1428371010866	-0.139036610612069	0.0771470551158752	-1.80222835989313	0.0715094845021101	0.142233150493208
"S6_pS240_S244"	37.5255479496759	0.0736718237384502	0.0410696844737232	1.79382492664598	0.0728411170308104	0.143306980245399
"ER-alpha_pS118"	30.9049645565392	-0.104428436005763	0.0595339299106507	-1.7540994885184	0.0794134613152571	0.154557381699586
"Bim"	36.8703827023605	0.104352961660121	0.0612618341425098	1.70339270968236	0.0884946011070588	0.170399178727422
"Rad50"	40.7495943031548	0.0817590226070088	0.049228074278927	1.66082106205822	0.0967493897633949	0.184333047864995
"4E-BP1_pT37_T46"	50.0042299825948	-0.10073271752396	0.061596360225991	-1.6353680177592	0.101971922699692	0.188044771930109
"A-Raf_pS299"	42.5416391921779	-0.0778787397174387	0.0476380955526343	-1.63479960342647	0.102091063947772	0.188044771930109
"Rb_pS807_S811"	47.0566954582648	-0.0828813988319578	0.0508108297528476	-1.63117585827877	0.102853217796026	0.188044771930109
"p70S6K"	69.6404921326166	0.036717100167495	0.0223578932877416	1.6422432871896	0.100539595094769	0.188044771930109
"Bcl-xL"	34.4419821062714	-0.111079649961273	0.0715577781085821	-1.55230714112895	0.12058875004585	0.218265637582988
"NDRG1_pT346"	36.1777393051481	-0.0841030812292771	0.055717636886085	-1.50945169123425	0.131183391805978	0.233131359116898
"Smad4"	46.2680373806614	0.0504517047941007	0.0334407253233535	1.50869050555155	0.131377892983004	0.233131359116898
"MEK1_pS217_S221"	29.4606446175453	0.0962095221725247	0.064948581125613	1.48131830603738	0.138521772625679	0.243421755779106
"4E-BP1"	33.2973087657392	-0.0846573376915564	0.0581319264544169	-1.45629678655048	0.145310593486582	0.252896321356455
"Smad1"	37.5054271547666	0.0681758680379613	0.0478098971350536	1.42597813681502	0.153874653033035	0.265250592371231
"NF2"	56.2206963258154	-0.0522570348660876	0.0381164145184564	-1.37098506053827	0.170379613190386	0.290931226296792
"PTEN"	60.3860033799204	-0.0440422965720929	0.0326610224922416	-1.34846655773115	0.177508369308984	0.30027116677501
"HER2_pY1248"	7.6019244439984	-0.0792173592966655	0.0616884460073572	-1.28415229145532	0.199088674461304	0.333657871087926
"Caspase-7_cleavedD198"	37.2640795740273	0.0588731305465453	0.0466649893190916	1.2616124294806	0.207088281411997	0.343880540693316
"ER-alpha"	46.4553455099164	0.0673156046843993	0.05368685616612	1.25385633452085	0.209894228707609	0.345371412691611
"LKB1"	32.3123706385447	-0.0912912530140708	0.0740117013691592	-1.2334705367564	0.217400262579403	0.354499527269117
"ATM"	53.006185226953	-0.0455522730855972	0.0396883236094978	-1.1477499915037	0.251071787178524	0.405749941779579
"eIF4G"	45.4777708338892	-0.0478160309249899	0.0425016819557129	-1.12503855670499	0.260572696097317	0.417377504368269
"Bak"	36.8559892140868	0.0499309061374035	0.0451945039512362	1.10480040208601	0.269246086267378	0.420116738055133
"GSK3-alpha-beta"	45.9191396311687	-0.0595665109633321	0.0538647990354623	-1.10585228256613	0.268790461190792	0.420116738055133
"INPP4B"	60.6247741385861	-0.0331590031476054	0.0298962607907747	-1.10913546612617	0.267371747006342	0.420116738055133
"Chk1_pS345"	42.6125704831249	-0.0430177338540142	0.0397675672118012	-1.08172907899804	0.279372928060254	0.427171356954386
"Gab2"	58.2169139658219	0.0345168143846529	0.031918606791234	1.0814010338989	0.279518761953826	0.427171356954386
"c-Myc"	37.847298449781	0.0566745686608556	0.0525534563457633	1.07841753143653	0.280847466726917	0.427171356954386
"Akt_pT308"	38.5182605524003	0.0595364436585301	0.0560940273490927	1.06136867813063	0.288522385562133	0.435187931556217
"C-Raf_pS338"	47.3122683168754	0.0399017040829511	0.0380740763757503	1.04800189213164	0.294637735121023	0.438365501417586
"Rictor_pT1135"	27.3037446462305	0.0726344489842444	0.0694275254759742	1.04619095216608	0.295472879408539	0.438365501417586
"14-3-3_beta"	28.6722331155983	-0.0680832188397645	0.0672820664008206	-1.01190736970192	0.311582345235187	0.457494908495205
"Collagen_VI"	28.677034100987	0.0593110026803874	0.0591444366157725	1.00281625921466	0.31594952244144	0.457494908495205
"N-Cadherin"	19.584069080824	0.0769060912964352	0.0765023484176667	1.00527752267897	0.314763235287124	0.457494908495205
"PI3K-p110-alpha"	58.291323512848	-0.0304927169013927	0.0310358306170866	-0.98250042918475	0.325853371625351	0.467210083937814
"TAZ"	18.631852655937	0.0744649509581579	0.0761002360705337	0.978511431806071	0.327821440111063	0.467210083937814
"14-3-3_epsilon"	47.2766378176713	-0.0386796228575146	0.0405200292617168	-0.95458032884638	0.339789968850998	0.479843223194028
"GATA3"	33.0002574853295	-0.0400900779571083	0.0423846024756758	-0.945864196322609	0.344217857145811	0.479843223194028
"PKC-alpha_pS657"	52.3832721951396	-0.0274808240649394	0.0290790257719795	-0.945039365501023	0.344638779089633	0.479843223194028
"Cyclin_D1"	42.7393155718749	-0.0624923064073614	0.0668039330268715	-0.93545849137691	0.349552065327133	0.482968884154283
"IGFBP2"	22.2152947893336	-0.064076198234868	0.0696592094032136	-0.919852504555012	0.357649841536763	0.490413797864804
"PKC-alpha"	56.5645779602528	-0.0240562656236012	0.0274074659023729	-0.877726737279948	0.380092031031619	0.513407892662113
"c-Met_pY1235"	30.175653321849	0.0463469708271291	0.052707011166882	0.879332176138473	0.379221194700539	0.513407892662113
"Smad3"	25.6351333504097	-0.0657713305607669	0.0762299576144945	-0.862801615257111	0.388246550927366	0.520537968280394
"PI3K-p85"	66.5899696089494	-0.0197526094798925	0.023284169192376	-0.848327862450001	0.396255404726951	0.527369325408662
"CD20"	53.3203176091742	0.018560490368747	0.0224383907600495	0.827175645848592	0.408137513349911	0.539218174571781
"FOXO3a_pS318_S321"	39.8421447756251	-0.0363003743072136	0.0458693090099623	-0.791386988178295	0.428718200617493	0.562304306607001
"Claudin-7"	42.7300286715371	-0.0393330274857662	0.0503758187327262	-0.780791825825232	0.434924942474452	0.563577379695166
"Mre11"	34.8531864680106	0.0311256492448523	0.0399503746899115	0.779107817797574	0.435916205289079	0.563577379695166
"PCNA"	39.1889771465404	0.0310738707976469	0.0430992862133743	0.720983420556145	0.470919715453971	0.604513960972828
"PAI-1"	19.8327738070971	-0.04629421872919	0.064928937218188	-0.712998251821408	0.475846838906989	0.60653716790257
"TFRC"	25.0951212568029	-0.0341143061609304	0.0500952256575997	-0.68098917038724	0.495878342949331	0.627650210306496
"NF-kB-p65_pS536"	46.7482342618002	0.0369658596376536	0.0550866186804804	0.67104971267282	0.502188860745497	0.631223498575937
"ASNS"	26.5415474885726	-0.0419185387276311	0.0638565855752207	-0.656448169754592	0.511535805741829	0.638537798891525
"Shc_pY317"	16.5212605158245	-0.0313879389329299	0.0512415248779187	-0.61254888506364	0.540174665032436	0.669668591581308
"ADAR1"	45.4452479131858	0.0238898507559054	0.0415690828912967	0.574702377206096	0.565492599462388	0.693583842016637
"Rab25"	60.3933774153163	-0.0147897261744365	0.025843316125818	-0.572284381092303	0.56712932938377	0.693583842016637
"MYH11"	34.570102246412	-0.0314529625479594	0.0564164111406832	-0.557514416674369	0.577176011882214	0.701133276179065
"Akt"	57.8346683914834	0.0203052631465246	0.0369448492215452	0.549610123586134	0.58258681368346	0.702884087779539
"p70S6K_pT389"	45.5543288141702	-0.0298081614942747	0.0547859977232088	-0.544083574873861	0.586383962733207	0.702884087779539
"AMPK_pT172"	63.3335353477156	0.0202770777814408	0.0377228514109714	0.537527705966135	0.590903152284073	0.703641253706693
"p21"	43.0798436294914	-0.0214735250436121	0.0439506525032953	-0.488582622112425	0.625137218529531	0.739541415384609
"Dvl3"	37.4006493225913	0.0237429191825122	0.0510107185206793	0.465449612768874	0.641609512381169	0.739948204483058
"GSK3_pS9"	46.2270035964045	-0.0257979041232499	0.0540891925564842	-0.476951178302574	0.633396887315861	0.739948204483058
"MEK1"	44.1157603490417	-0.0285458081041211	0.0613707855125031	-0.465136756287819	0.641833525435581	0.739948204483058
"TSC1"	67.2375171685522	0.0116813241358984	0.0250512882930787	0.466296343694461	0.641003395541106	0.739948204483058
"ETS-1"	29.9464703768977	-0.0386310097791851	0.0848979147064608	-0.455028959341981	0.64908840491637	0.743575957530778
"14-3-3_zeta"	33.7543861556943	0.0276979353691969	0.0665772688291557	0.41602690912829	0.677390312630338	0.771117274126359
"Rictor"	59.7752975721932	0.0115460353527443	0.0283602849188464	0.407119864478919	0.683919954334452	0.773684448340849
"Heregulin"	56.7735066304238	0.0140347013567285	0.0367679908637225	0.381709770565026	0.702676652024355	0.789965677120548
"G6PD"	46.7149620332718	0.00922749390072198	0.0273557508843279	0.337314590257086	0.735879762128305	0.822186647810019
"N-Ras"	63.1345420483118	-0.00757175203168634	0.0234288028309557	-0.323181345897967	0.746557907351774	0.828999884850743
"Chk2_pT68"	31.9936835212733	0.011954375713673	0.039086204347782	0.305846421087736	0.759721581997948	0.838473209400174
"P-Cadherin"	55.1516537212267	0.00793757618572776	0.0293295987305506	0.270633644143919	0.786672816848592	0.862956241512698
"Src"	47.0555154056327	0.0111323928768214	0.0437784229950094	0.254289490466352	0.799271918408731	0.866276749892098
"Tuberin_pT1462"	53.4325047494878	0.0129962216009314	0.0501188569668803	0.259308020722013	0.795397591371938	0.866276749892098
"Ku80"	57.089355788329	-0.0108014538250665	0.0435645980198203	-0.247941087856527	0.804179988724513	0.86640820213772
"JNK2"	49.8851957475949	0.0094506385620214	0.0438594386690626	0.215475593140403	0.829396538993161	0.888288600933503
"Transglutaminase"	49.8176983735406	-0.00549750551450503	0.0267121800819949	-0.205805198139203	0.836943080594927	0.891098221104011
"EGFR_pY1068"	10.7471209942167	-0.0117612471988622	0.0614202049043076	-0.191488244254251	0.848143089856428	0.897742100959143
"CD31"	48.173214046553	-0.00710643312707354	0.0394620008975085	-0.180082939674816	0.857087455817181	0.901755232543462
"p90RSK_pT359_S363"	33.4975098165246	0.00841543303620477	0.0483762975623937	0.173957773956366	0.861898647679663	0.901755232543462
"GAPDH"	26.7605607129647	0.00927106495591528	0.0659724162519457	0.140529413391644	0.888241714544796	0.923975576624184
"4E-BP1_pT70"	38.2113602909703	0.00504622328395942	0.0440530812162926	0.114548702261787	0.908802841615391	0.939961796185062
"FOXO3a"	32.9415596206796	-0.00494180962898302	0.0534901922837688	-0.0923872100284556	0.926390400885733	0.947325777176936
"YB-1"	26.5544170931175	-0.00637242987918295	0.0644988034028334	-0.0987991953801581	0.921297707362692	0.947325777176936
"Fibronectin"	22.062992456746	0.00432562677415007	0.0703306233845138	0.0615041722366211	0.95095769173469	0.966985068561679
"Bid"	21.5477750625153	-0.000541010980366907	0.0682607922976665	-0.00792564753728184	0.993676314400362	0.993676314400362
"Cyclin_E2"	27.5286840126212	-0.000556674443403201	0.0450551699171397	-0.0123553954946119	0.990142071504531	0.993676314400362
"EGFR_pY1173"	6.85827783786491	0.00143286607858269	0.0700809095353463	0.0204458830241067	0.98368768212861	0.993676314400362
